username,comment,date,likes
@alanalba1024,"I understand the negative reputation the reporter has. But why is it so hard for him to just answer the question. And no, saying “ we have different opinions” does not answer the question. Let’s be honest, trump comes to a press conference and thinks that not one question will criticize his policies or decisions. And when he does realize that a reporter is going to ask a question that he doesn’t like he simply gets to avoid it by calling the reporter rude and “horrible at his job”. No this isn’t presidential behavior, but the again what can you expect from a man with no background in politics whose only known for his reality tv shows. And please don’t call him a businessman, we all know he many times he’s declared bankruptcy.",2 years ago,0
@crazy.horse.,Well done Trump,11 months ago,2
@silveroflegends7635,you mean CNN reporter tries attacking trump but fails,3 years ago,27
@BU7TER,"I love how Trump calls all these reporters rude or terrible for asking questions he SHOULD be able to answer, being the president.
Trump is a bully, a rude and terrible person.",2 years ago,1
@PreachYoung,Trump works for the people of America and in our best interests,2 years ago,0
@sarudi51980,More right than ever,1 year ago,0
@TrickyTree999,"Why would anyone want to go to the US, Norway has the best standard of living in the world",3 months ago,1
@petegarza2025,"Donald Trump calling someone else ""RUDE and TERRIBLE""...Now that's ""RICH""",1 year ago,0
@marcellasteles,This man lost his job after that. He crossed the limits.,3 years ago,26
@Inspectkravchenko,America needs Trump again; defenitely the coolest president in the world.,1 year ago,3
@claudioavondo4789,Great Trump! I wish we have such a President in Italy! At the UE meeting all should kneel down! Great Trump!,3 years ago,0
@Weselybrockett-gy8bm,Trump probably thought it was dodge carvan.,4 months ago,1
@mikepersico328,"I LOVE IT when intelligent people put  arogent , liberal reporters in there  place !",1 year ago,0
@calvinli9801,The more you listen to cnn reporters.... holy shii..,1 year ago,0
@snofy7415,"Haha. Do they not know the true definition of ""attacks""?",3 years ago,36
@andrewhansen6213,Trump was so much fun lol Biden actually makes me miss trump being president,1 year ago,0
@parikshithooda7641,"as a caa supporter in india, i support trump to stop illegal immigrants, American media is nuts in so many ways",3 years ago,0
@jaelpayano6860,"""Here we go""",1 year ago,0
@SeiyaSoiya-un4jj,Trump got more right than wrong in this exchange.,1 months ago,0
@kaima8002,"""attacks"" huh. I think it was the other way around Guardian News.",1 months ago,1
@EmperorMays,"If I can be honest, and I may be getting hate for this which is okay, but I wanna say this. From what I can observe in the video, the journalist was attacking President Trump, as he was trying to answer questions and trying to be professional at that given time. His comment made sense because when Trump tried to answer another, the journalist kept trying to debate with him, which is obviously not his job to do, they are suppose to ask questions.",4 years ago,34
@ChocolateTony,Trump is right here. Terrible reporter he has collegues who have questions too and they have limited time he is not the only one in the room.,3 years ago,0
@narti7670,Trump is the greatest president that country ever had.,2 years ago,1
@fiotechnicalvideos9593,Don’t attack him so much.,9 months ago,0
@alexmalevanyy324,"I love our President Donald Trump  
He is funny",2 years ago,0
@kanoriv2062,what a president rude till this day I don't believe that thing whas the leader of this country .,1 year ago,2
@jacktrueman2859,"""He attacked the CNN Reporter"" - Why does everyone have to be anti-trump just because it's the mainstream opinion? He was defending himself.",3 years ago,34
@anujarora381,"Trump is a great leader, media should be ashamed of accusing him despite his serious efforts for his country. He is a strong president.",3 years ago,0
@seonggijeong8232,World peace and human rights.  We respect the culture of building a media platform for the economy and healthcare and a human rights-based vaccine platform for the present and future of the 21st century.  We also trust and respect the culture of the 21st century  / global community.,1 year ago,0
@masterchief5334,Looks like we’ve found Piers Morgan’s brother,1 year ago,0
@saidiraamane8445,"EVERYONE FEELS FOR TRUMP FOR SOME REASON!! NO, THEY CANT REMOTE VIEW THAT FAR !!!",3 months ago,0
@zdani3,He was right,1 year ago,1
@mrmando2745,Attacked? Dude he put him in his place. That reporter was awful.,3 years ago,1
@cjjuddaustralianartist,"Trump is just the greatest, no doubts.",3 years ago,0
@pabloazarazarpablo1105,"The Graham Windham Foundation We are a non-profit organization that provides services to children and families. We are the home for orphans. We also thank the naturalized police officer, Youssef, for his donation of half a million dollars in cash as a donation to the Foundation and the care of infant orphans. Thank you for speaking and advertising on YouTube Pablo's Bazar Foundation Graham Windham for making a donation to the Foundation responsible for policeman Youssef Azar and publicist David. Isabella Graham, New York, United States",1 year ago,0
@fitofito1001,He is.,11 months ago,0
@christopherfoote4643,Trump telling someone they are rude and obnoxious seems hypocritical to me,2 years ago,0
@tonymu2976,This is what a President looks like,12 days agos,0
@h.-miguelferrertena1449,"Best president ever, thats how you have to deal with media",2 years ago,118
@juannicia5961,Trump is a wise plus person.,11 months ago,0
@Enoughsenoughnomas,"(trump throws a tantrum like a little 2 year old when he doesn't like a question and then says ""how rude) his supporters: SWEET LORD THE GENIUS!!!! OH MY GOSH HOW DOES HE DO IT?!?!?!?!?!?",3 years ago,1
@mr.bluestone1276,Thats completely hypocritical LOL,1 year ago,1
@SalimOfShadow,"Basically CNN said:""Here's what you need to ask him,for every question you do to him, we'll play 4000 bucks""
I would have done the same or even worse hahhaa",1 year ago,0
@ajayisamuel8683,The girl who took the mike is  goated,4 months ago,0
@vonjt4077,1:48 he was gonna go and do it himself,2 years ago,19
@dilippatel7256,"VOTE FOR DONALD TRUMP FOR THE 2020 PRESIDENTIAL ELECTIONS. THE GREATEST MAN & HUMANITARIAN TO BE IN THE OVAL OFFICE.
THE WORLD OWES YOU AND WILL FOREVER BE INDEBTED TO YOU SIR.",3 years ago,0
@Matik666Minecraft,I feel like in a classrom when Mr ex presiddent Don says ''just sit down please''.,2 years ago,0
@AryanSingh-yp8dj,He is not wrong,1 year ago,0
@chelo2626ify,Trump now you get to sit down and watch a real leader do a press conference without discrimination of where they come from.,2 years ago,2
@Beachdude67,I so miss Trump as president.,8 months ago,2
@administratorsnake1089,Trump didn’t even attack him....  nice job CNN,4 years ago,77
@vediveni99,"That so fun to stand in front of the president and ask him questions pointing fingers at him,hope we could do that to Indian politicians",2 years ago,0
@SuperDuperSuperMike,"One thing Trump isn't is a politician and statesman, but he is a rude and arrogant person. I grieve for the American people, but they have a chance soon to put things right.",3 years ago,1
@joshuasJR,They can stay up too 10 years on they're government assistance for hardship[ of they're country,1 year ago,0
@user-ll9fp8eh8f,"Lol, you are such a trooper, Trump.",5 days agos,0
@alexortega9645,Bet that reporter is laughing now after Trump's 4th indictment,2 months ago,0
@vanthai7358,Way to go Mr. President. Please absolutely secure the border to restore the rule of law and keep America great.,4 years ago,10
@abdulahmoula7196,President. Trump is greatly admired for his fine sense of humor.,2 years ago,1
@gd9259,He’s the funniest man on the planet. Hate him or love you can’t deny that.,2 months ago,0
@elenieskitchen9868,"No, he’s not rude you are you don’t like it when people tell you the truth you try to calm off you don’t wanna hear what they have to say that’s too bad",8 months ago,0
@eluberimabib4070,Trump is such a boss.,2 weeks agos,0
@moneygemz5887,“Thats enouUuFf”,1 year ago,1
@itshk9427,"""Trump attacks CNN reporter""
I hate Trump but that ain't attacking",3 years ago,92
@SupaHoon,The guardian has lost control of the narrative lol,3 years ago,0
@ceciliaal5034,Vamos lha TRUMP tds às nações do planeta está  com vcs. Queremos uma nova terra livre com energia livre e igualdade pra tds e livre de td mentira e  dá enganação...,3 years ago,0
@Bulbastrng,True and Real,2 months ago,0
@elisabethvalade9866,Interesting how he calls others just how HE IS!!!!!,5 days agos,0
@FalconsEye58094,And this is coming from a guy who tried to overthrow a government,1 year ago,0
@totallyaaron1686,Trump roasted that guy like a turkey on Thanksgiving.,3 years ago,58
@truthnotopinion3659,Omg a President that can speak!,1 year ago,1
@surreal4972,"I don’t like Trump. At all. In fact, I think he is the worst president we’ve ever had in office.

However, I must say he was in the right here. Trump CLEARLY wanted to move on from the topic at hand, but the reporter just WOULDN’T SHUT UP. He was right in shutting him down and putting him in his place.",2 years ago,0
@richardyance6720,NO RESPECT AT ALL,1 months ago,0
@willschrueder9107,Trump is the greatest projector in history.,2 years ago,0
@jasonbryan3602,Why don't we have biden do these interviews,9 days agos,0
@coolsquad7428,That reporter sounds like a kid talking back to there parents,3 years ago,22
@shak4900,"I love trump,  he exposes all the reality.
Regards from Australia",2 years ago,3
@chrisgali8645,We are gifted with a president like Mr Trump!,3 years ago,2
@rahuljoshi6627,Only guy who can save America,3 weeks agos,0
@cityguy181,Imagine Trump telling someone else they're rude.,2 years ago,1
@kavoyplowright2373,Not all actors come from Hollywood 1:03,1 year ago,0
@runawaycat4594,"""They didn't come from Hollywood"" LOL at the thought of Hollywooders climbing over a wall :D",3 years ago,125
@jonmccracken8625,"Trump 
A president I can actually understand when he talks , take notes Biden",14 hours agos,0
@mikejackson8150,Now I miss trump he's so brave,8 months ago,1
@exactceamzis6525,That was the question from the beggining,1 year ago,0
@HPsawus,“Attacks” he had a go at him,3 years ago,10
@Poldereaux,"all this glory to end up leaving, one day .",6 days agos,0
@user-jj8wu4pe6p,I love president trump.,4 months ago,3
@fair1831,"Well done Donald!

You are so right!",4 years ago,11
@ThorBB,He doesn’t attack nobody lol?,1 year ago,0
@meilmontigny9201,Somebody got a slipper spanking.,11 months ago,1
@cassagrg,"Mr president is not the problem .
These media is the world’s biggest problem..",4 years ago,54
@johnpulaski6725,🇺🇸,10 months ago,0
@kurihara9023,"I'm with you Trump,,without people how do company get their customers,, that's why we only need people and declaration  to make it legal before asking a straight person.",11 months ago,0
@SOSBOY4EVER,Did they watch the video? He had enough and literally wouldn’t stop talking. How tf is trump in the wrong?,3 years ago,20
@kurtsnyder4752,Hope they'll be ruder and terribler.,1 year ago,0
@gergelyozsvar9890,He's right,11 months ago,0
@y2kbug3,shame on cnn.  shame on acosta.,4 years ago,58
@samuelweir5985,"And nobody knows more about ""rude and terrible"" than Trump!",1 year ago,0
@johnnyrats7083,Would be nice if trump let other people finish their sentence,1 months ago,0
@golden7682,"""That's Enough"" That's Enough"" THAT'S ENOUGH""",3 years ago,46
@tonihildebrand4725,Trump must have looked in the mirror. Sounds just like him.,2 months ago,0
@andyjala158,Yeah he is Rude terrible reporter,11 months ago,2
@RJIS,He should run again,1 year ago,1
@bggaming2146,I mean you can't come into the country illegally and expect the president to be okay with that haha,11 months ago,0
@iBacon,"Look at our southern border since last year, that’s what no process immigration looks like.",1 year ago,0
@gauravmishra8782,At least he is answering Not like Modi who haven't been to sessions like these ..,1 months ago,0
@captainnookie3060,Beautiful smack down of CNN.,4 years ago,14
@Thatthar899,Classic.,4 months ago,0
@anthonylaszlo7487,He only wears blue ties at press conferences or rallies. And all one on one interviews a red tie. Wonder why,1 year ago,0
@Gez4565,"Donald trump calling a rude, terrible person “a rude, terrible person”",3 years ago,66
@andrewsedward2009,"""CARAVAN IS NOT INVASION...ITS MIGRANTS MOVING FROM CENTRAL AMERICA TOWARDS THE BORDER WITH THE U S""

thank you for telling me that....",6 months ago,1
@mindtwister1984,Media got worse after fact checker Trump stood down,1 year ago,0
@mastersan7798,"WOW, THIS INDIVIDUAL THINKS HE'S AT HIS TRUMP TOWER. INCREDIBLE..!!",2 years ago,35
@beerborn,Imagine being an arrogant Cuban.,1 months ago,1
@mikep6275,Yes they should liar gets upset because the man is asking the right question that you lied about losser,1 year ago,1
@dennisralph2199,"""I wan to challenge you?""  That's not a question.",4 years ago,18
@charliemac5154,President Trump was right to call him rude,11 months ago,2
@Adam-yx4hi,Once again projecting what he actually is onto someone else. His day is coming!!!!!!,9 days agos,0
@jamalyas2915,He definitely got fired by CNN,4 years ago,48
@thehater2091,He’s right,1 year ago,0
@antoniohagopian213,2:17,3 months ago,1
@asianfrenchcanadian,"""Trump attacks CNN reporter""
Who wouldn't?",2 years ago,57
@americanguys5579,Best President ever.,11 months ago,5
@OHAApple,"""thank you for telling me this, I appreciate it""",3 years ago,50
@Z-bone64,1:48...I wonder if the young lady grabs Trump's orange microphone as eagerly.,1 months ago,0
@smusunuri,Which part the report does not understand ?,1 months ago,0
@twixxtro,1:48 DMAN.... She really finesse his mic like this?,3 years ago,112
@jord1852,"You call that ""attacks""",11 months ago,1
@tuomaslilja1027,Were doomed…,11 months ago,0
@nelotharen8599,"""You are the enemy of the people"" hahaha",3 years ago,9
@lhudson4377,All over not able to answer a,5 days agos,0
@mayasilliman1465,"The ""reporter"" is Jim Acosta from CNN.  He's like a giant fly that keeps landing on POTUS shoulder....a big swat,  but he just doesn't go away and take the hint that no one really likes him!",4 years ago,28
@MrSebboxxx,I think Trump talked about himself ... ok he mostly did ...,1 year ago,0
@mcivor321,THATS ENOUGH! LOL,1 months ago,0
@WestShoreMan,Trump started it by be so sarcastic.,4 years ago,9
@arnoldemmanuel8838,I get Trump's point,1 year ago,1
@flohdaniel,That's enough.,1 year ago,0
@copiouscoos,"""CNN reporter physically attacks White House intern""",4 years ago,66
@alexankitchoudhary2962,We need people for companies,1 months ago,1
@IPLeon,Best president ever,1 year ago,0
@marlon5640,"Rude reporters, furthermore they are not asking questions, only making heavily biased statements on accordance with their political agenda in order to further agitate.",4 years ago,365
@user-cy3fy6pe8b,I’m so furious like him come in LEGALLY,1 months ago,0
@jacobturner6266,Trump is so presidential and smart. Nice try reporter.,4 months ago,2
@crystalteardrop2605,"""Attacks reporter"" yeah I didn't see the president punch him or physically hurt him xD hahahaha",3 years ago,13
@sfl6307,Hundreds of companies coming in,1 year ago,0
@alokupadhyay1470,This was the best moment in entire conference,4 years ago,299
@notyocousin999,I couldn't be president cuss his feelings will be hurt,2 months ago,0
@exactceamzis6525,they came with the alliance like in soviet union by jumping fence at borders,1 year ago,0
@svyatozar7692,Actually it should be “CNN reporter attacks Trump”,3 years ago,103
@TalonsOfFire,Shame our politics descended to this. Worst president of all time. The way he points is also hilarious.,1 months ago,1
@oldnite3414,"""Attacks""
Yeah okay",1 year ago,1
@kuttemkidd4899,1:49 yeet lol she snatched that mic,3 years ago,81
@dakshvyas5123,"To ne honest, it was a male reporter.
Should have mentioned that",1 year ago,0
@maxb376,By definition trump is being challenged therefore he’s defending himself no,1 year ago,0
@jaysoddfutr1136,1:30 so disrespectful. Give the microphone up,3 years ago,20
@carleeroseterangi6923,Fairness.,1 year ago,1
@Evilkid2363,Some people just gotta tread thin water,1 year ago,0
@LiveWire134679,"The title should actually be ""CNN reporter attacks Trump""",2 years ago,36
@ThomasWilliams89,that's enough!,1 months ago,0
@user-jx3uy1oh9b,Lol Trump was about to cry lol,5 days agos,1
@VaSTI_97,That’s enough …… continues,1 year ago,1
@GOTTA8GO8GET8IT8,I love it,7 months ago,1
@nickybelle4996,He shld respect mr president..omg tht reporter was so rude,3 years ago,8
@merrylee202,,1 year ago,0
@pawanbains4787,"Come on man ,trump  is president ,I knw he is not a great leader but I will respect to the position he is on..nd I always believe in his decisions as president",4 years ago,15
@andretoles9505,Title should be:CNN reporter attacks Trump,1 year ago,1
@borizh,*Trump attacks activist,7 months ago,2
@brandonsalinas523,The title of this video should be: Wannabe Tough Reporter gets owned by the President of the United States of America. 🇺🇸,4 years ago,21
@carlcarlson1369,This is all you need to know about the mainstream media. Politics join The Fray,1 months ago,1
@elainekeane4164,"Oh shut up reporter! Listen to the man who is smart as a whip, and will be our Pres! 🇺🇸🇺🇸",8 months ago,1
@camsidie3971,At this point trump should just get a tattoo saying “I roast kid”,3 years ago,17
@ICBsTurf,Politics...if only you could make both sides happy.,1 year ago,0
@MrSue-pe1tx,Hasn’t Fox’s ratings been the lowest?,1 year ago,0
@ukdream5982,Whatever I like trump he is very straight forward person ️from England 󠁧󠁢󠁥󠁮󠁧󠁿,4 years ago,29
@hectorguy5687,"Jim Acosta on Twitter laughing at mughsot, Trump lives rent-free in his head.",2 months ago,0
@Thatthar899,Hate on him all that you want but trump is spitting straight facts here undeniably,4 months ago,1
@xijinping1690,Here the reporters would've went home to find his family dead and his Minecraft world TNT'd,2 years ago,609
@GOOGLEMYYAHOO,Attacked? Lol right,9 months ago,0
@lisavollaro,Love Trump cracks me up he's blunt l love it he is new Yorker when nybwas nice from there to NYC sucks today,6 months ago,2
@iantuiasosopo5923,Attacks CNN reporter  this reporter is being direspectful,4 years ago,10
@laddertoworld4925,I love President J Donald,12 days agos,2
@exactceamzis6525,"Now look at Apple , Microsoft and Google CEO s",1 year ago,0
@unclealbert9257,“Attacking” in liberal means disagreeing.,3 years ago,49
@Karlgh,Trump is a funny guy,1 year ago,0
@Tony-mu5lc,the guys  who work for CNN Never learned how to shut up is mouth ? this guy is a pain...,1 year ago,0
@ultrainstinct927,When somebody talking trump goes like wait wait,3 years ago,15
@Awesomeo356,Ouch.,1 year ago,0
@tyrellpreston6280,I agree  Donald Trump,11 months ago,2
@allanasuma6427,Very nagging reporter. I felt tired listening to him.,2 years ago,19
@Usuxjsmsmsm,Trump has a mind of his own...,10 months ago,0
@honestiscool2811,"""They weren't actors""",3 years ago,26
@davidbrennan3613,Trump wasn't used to being challenged,1 year ago,0
@Ilikenabeel,Wow!!!,11 months ago,0
@eyecxn,The reporters literally a child,2 years ago,16
@brianwilliamson9404,Man baby no like hard questions.,11 months ago,0
@michaelwirth3720,"He is right, end of story",6 months ago,0
@beekingkhanuk2718,2019 media thinks they are KING,4 years ago,45
@robertnussberger6449,Remember when cnn used ask questions of a president,1 months ago,0
@crosswalls2754,Trump was right here,1 year ago,2
@kakyoin9831,Bro that guy should know his place does he even know who is he talking to who,3 years ago,54
@pierantozzox,Politized reporters,1 year ago,0
@ianattle4747,Donald Trump does not know what he is talking about.,1 year ago,2
@RedFishRunning,Who'sRosie? Why didn't she keep her promises?,1 year ago,0
@user-dn9fo8xl8o,,7 months ago,1
@sidfalck2780,"He protecc
He attacc
But most importantly, he does not like when people fire bacc",2 years ago,118
@theblueadventurer615,"1:18 no thanks, hahaha",1 year ago,0
@anthnysalazar2887,Please sit down Mr CNN,4 years ago,40
@danielgiftson545,"""Here we go!!""",1 year ago,0
@Bold_One,and here we. go.,10 months ago,1
@crissyledbetter6270,"Love trump, he's the best",4 years ago,26
@yargercody1,Donald Trump loves to talk over people,3 weeks agos,0
@dannyrichards-nb9sh,,1 months ago,0
@reneeshtr1,Change the title...A disrespectful news channel reporter arguing with President of USA.,4 years ago,20
@myrasmiley3513,So gald he is out of office.,1 year ago,2
@shannonschroeder4830,,1 months ago,0
@anthonyc8257,No more of defensive and confrontational press briefings “that’s enuffffffff” lol,2 years ago,71
@amolsharma3603,President Obama nice. I see many foreign politicians rude. Be human be grown.,1 year ago,0
@maidasgirl1270,Oh how I miss President Trump!,1 year ago,0
@IPear,"I totally dislike trump, but the reporter was acting kinda childish.",2 years ago,18
@fleekpharma189,I love Mr Donald Trump.,1 months ago,1
@adityamohanty482,,1 months ago,0
@greeneyedqt90,"Let me handle the country you handle CNN 

I'm weak",3 years ago,10
@samuelsera5104,BRUH HE DOESN'T WANT YOU TO TALK GIVE UP BRUV,1 year ago,0
@emilykovacs777,Trump attacking CNN reporter... hmmm...,4 years ago,640
@KiwiImpactSaint,Why the reporter want to support illegal intruders…,7 days agos,2
,This person is homeless by now for sure.,3 years ago,44
@geronimo2804,"This was a great, Jim Acosta got trump cringing, trumpy felt so uncomfortable.",1 year ago,0
@navneetsingh3772,Can Modi g do this?,1 months ago,2
@aryansamya2361,"Trump:Hey siri how many miles did I ran today?
Siri:Ok sending missles to Iran today
Trump:",3 years ago,43
@travlog1255,that's how i learn my english from trump.,1 year ago,1
@kentran9721,This video showing him why Joe Biden had gained a huge victory in election 2021,1 year ago,1
@lyaelidebe5154,But that CNN is such useless reporter. I agree with Trump on this one. He should ashamed of himself.,2 years ago,10
@zeyadal-any1853,ايها الصحفي المحترف ٠٠٠ ستبدي لك الأيام ما كنت جاهلا ٠٠٠ و يأتيك بالأخبار من لم تزود,1 year ago,0
@BasicLearnings,"Hahahahahah, You Tell Em!",1 year ago,0
@maxmx767,It looks more like Jim Acosta is attacking Trump,4 years ago,736
@cookie_lukey1924,You think they were actress,11 months ago,0
@cariine3333,,1 year ago,0
@Muhammed.Yaseen,First time I'm on Trump's side. Ever.,2 years ago,8
@kdowling1101,Bull got flamed,11 months ago,1
@Krystal-tv4ft,Lol they weren't actors,5 months ago,0
@Klentung8989,Rude reporter.  Trying to bully.,4 years ago,66
@lancelotgordon8045,Look hu is speaking about Bean rude..jajaj,11 months ago,0
@kshitijjaiswal3693,I don’t think trump was wrong people do need to move legally,11 months ago,5
,THATS MY PRESIDENT!!!,3 years ago,17
@siasconradie1138,"mr trump once again you nsiled it
love yoy Sir",1 year ago,0
@userjk7,"""Put down the mic""",2 months ago,0
@TheUnknown-yx8zc,2:00 I love trump,3 years ago,13
@simonmcgarry4049,Trump is too real for cyberspace mentality.,1 year ago,0
@Wazupppl,Agree with trump for once he said stop but he countinued hopefully cnn fired him,1 year ago,0
@tinaharris998,They can come in but legally,6 months ago,0
@joeyrose2481,,1 year ago,1
@ohadsegev6963,"The title is misleading

The attacker is the CNN reporter",4 years ago,2
@triggeroc,,1 year ago,0
@cooper5431,I mean the reporter was being incredibly unprofessional and rude .. typical cnn really and even more classic of cnn to run the story as if trump was the rude one in this interaction hahaha,1 year ago,0
@Bitachon,1:53 - Ouch!,4 years ago,44
@werewolffox8918,they weren't actors/ dead,5 months ago,0
@chunter9102,"We finally got a president with some backbone! Love it, love it, love it!",4 years ago,433
@shamyill,"Can someone please bring trump back into power i mean please he is first of all original , secondly come on man he gave america the best stock market forex market trading days",1 year ago,1
@FreshTake01,,1 year ago,0
@uzef73,TRUMP 2020. I'M ALMOST SICK AND TIRED OF WINNING,4 years ago,9
@andresfernandez985,two children arguing over a candy...,11 months ago,1
@SicilianStealth,Meanwhile Trump thinks he isn't?,1 year ago,0
@saurabhrathi301,"I agree with trump, strong borders strong countries........",2 years ago,12
@billthomas6466,That's why I love Trump,1 year ago,0
@alicewonderchild5031,Spin the wheel : who wants to be a president !!,7 months ago,0
@rollerbladinggeek5507,trump: the greatest man of his time.,3 years ago,8
@nosferatu7017,Go Trump!,10 months ago,4
@satriamandala6180,,11 months ago,0
@hollyleeming8687,"It's really unfortunate Acosta is rude, but he also a narcissist. Seems Trump answered his question and that wasn't good enough and then he wouldn't shut up, taking air time away from other reporters. But then you knew that, you couldn't help yourself when you twisted the story.",4 years ago,228
@arliemassey4428,Let me run the country,11 months ago,1
@sternuens,"Mr President , what is your favourite ice cream flavour?",6 months ago,1
@franki3Ru550,Actually I'm on Trump side on this.. he's very annoying,3 years ago,60
@philippeigoa7765,Look whose talking !,1 year ago,0
@bicpens1202,The goat,8 months ago,1
@aurora.a6645,"Sure, they can come but legally. It is so obvious!!!!!  VIVA TRUMP. Down to CNN",4 years ago,28
@larry1824,Don't ever ask me why is the sky blue again????????,7 months ago,1
@Edge439,Funny how he calls that guy terrible when trump is one of the worst people in this entire world,11 months ago,0
@koko1914,He didnt act this way when obama was president,4 years ago,128
@exactceamzis6525,at least rudes has original ID s,1 year ago,0
@jdh9676,I love me some Trumpy,5 months ago,0
@elieabi-lamah2209,Great President put him exactly where he belongs. TRUMP 2020,4 years ago,12
@lepermessiah9309,Takes one,1 year ago,0
@APerson-sr9pj,Imagine putting up false title of video to cover up Jim Acosta' hypocritical manipulative questions to try to paint his narrative of the bad orange man.,1 year ago,0
@ac33er,1:49 where did she come from wth just stole the mic,3 years ago,11
@jdmbraceyourself9860,Fire him,1 months ago,0
@MrAccordCrx,Talk like that to Putin.,4 months ago,0
@nathancouture598,I agree with him they have to come legally period. I love all race,3 years ago,23
@APerson-sr9pj,Title should read ''CNN jim Acosta harassing Trump by refusing to pass the mic after asking his question aimed at trying to paint his ownnarrative failed'' :D,1 year ago,0
@jamieleejones795,I like trump . Hes right though. Come in but come in legally . Simple,4 years ago,29
@brodyhoroshak,They weren’t actors,2 months ago,0
@jrockaccount,He got owned by Trump.,1 year ago,1
@johnwesleyhuss2327,"1:27
The teacher when you make paper footballs",4 years ago,22
@irishcurse4129,These immigrants get better treatment than the people actually born here they get handed jobs and money and homes,1 year ago,0
@umairparvaiz,Our hero is getting old,5 months ago,0
@manikhalder7166,"Why is youtube suggesting me this after Joe Biden said him ""Bi Den""?",2 years ago,115
@danielmenashe8393,Love it trump rights back,11 months ago,2
@DCUPtoejuice,an incursion by a large number of people or things into a place or sphere of activity.,1 year ago,0
@basedprismo,Let the arguing begin,3 years ago,241
@samuelweir5985,"""Trump Speaks At Fourth-Grade Level, Lowest Of Last 15 U.S. Presidents"", Newsweek, 1/8/18.",1 year ago,0
@yousufabraham8616,"Who come here after heard that ""Qasim Suleimani"" is killed ?",3 years ago,2
@Wild_Untamed,An ad hominem response.....,1 year ago,0
@arifcoco,Who cross the line first?,1 year ago,0
@twinz5694,And you're not going to be president any longer,2 years ago,8
@matthewfarina8587,It was the same under Obama,1 year ago,0
@luvpants2012,"Trump calling someone a rude, terrible person LOL",3 months ago,0
@tbang81,"Trump's mother left the Hebrides of Scotland to start a new life in America with only £50, is she an invader?",3 years ago,12
@AB-po3vi,"""Here we go""",1 year ago,0
@Patti-iz6yn,Thats my president!!🇺🇲,2 months ago,0
@foofy3406,"Jim pushed it too far. i fiercely dislike Trump, but i think acosta was way out of line this time. this is his schtick, baiting the pres.",4 years ago,1
@isaidthat4505,The only president since kennedy warts and all,2 months ago,0
@sobamask9023,This is big NEWS!,4 years ago,8
@flvyu,Repórter was annoying. Didn’t know when to stop,4 months ago,0
@annkristintingvall8363,"Block Trump out, he lost my trust...",11 months ago,0
@Huz7Edits,Why is YouTube showing me this after the election,2 years ago,16
@justinquotidian614,Here we go…,2 weeks agos,0
@Sm0kes,They didn’t come from hollywood,2 weeks agos,0
@carlzivela9215,Best US President EVER,3 years ago,10
@hamakurdish1090,1:03 Iam comin for Hollywood Mr president,1 year ago,0
@trappist1d741,Trump is quick on his feet.,1 year ago,0
@derhorst7768,2:13 when i ask the teacher in class if i can go to the toilet,3 years ago,19
@josephmackiniii6768,,1 year ago,0
@johnacetable7201,"Yeah ""Attacks"" .",11 months ago,0
@luciomohedano6694,How’s here after Biden’s win,2 years ago,16
@epiphaniecleveland5993,,1 year ago,0
@kunaln7,Trump is funny,2 months ago,0
@rambo418,Attack?? wrong word. Teach a lesson make more sense,3 years ago,8
@Atomic_A,"better title : ""Trump gets badgered by annoying CNN reporter who keeps interrupting, gets put in his place by trump""",1 year ago,0
@generalmax4252,TRUMP...........My President.,4 years ago,10
@wayydowneast,“Attacks” ?,1 year ago,0
@mrbesinadventures1909,Why reporters are so rude towards trump?,5 months ago,1
@ju5mike906,"So if i climb over the white house gates, im not invading......",4 years ago,9
@lhudson4377,"And you're not a rude,terrible person?",5 days agos,0
@fto5217,the problem is condescending attitude of trump,1 year ago,1
@JxmpedCODMobile,“Attacks”,3 years ago,9
@jackanorybiggins,Trump can't handle the pressure.,1 months ago,0
@davidtawse6765,"Bet the guardian thought this comment section would all be against Trump lol, they must assume everyone is a gullible as the sheep who buy their newspaper.",1 year ago,1
@alfalfacat6242,CNN===ChickenNoodleNews!,4 years ago,562
@arifcoco,I love u . J'adore.,1 year ago,0
@OfficialRuskyTursky,,1 year ago,1
@dandavidson1704,I miss trump,8 months ago,5
@williamoverly1617,"THE REPORTER COULD SAY THE SAME ABOUT TRUMP, BOSS MURDOCH.",1 year ago,0
@alansbinnie1446,Talk about pots and kettles.,1 year ago,0
@ripdzorlepcha9031,,4 months ago,0
@thamizharasanv3812,Banking reforms through digitalized.... Agri reforms through impersoners,2 months ago,0
@cesarh.6324,My President,1 year ago,0
@jimpritchard8354,Trump tell like it is.!!,1 months ago,1
@mansoorahmad5632,The Guardian.,1 year ago,0
@thesamson1091,Don't mess with Trump why do the Mexican want to leave a beautiful country like Mexico,7 months ago,2
@theoppsdontmatter4367,King,3 months ago,1
@verytallone,What kind of journalism is this?,1 months ago,0
@donnacorley1743,Oh how I miss Trump!,1 year ago,0
@meangene8437,Actually Trump was kinder than I would have been.,1 months ago,0
@Lmnbvcxza,Trumps the man go trump 2024,11 months ago,3
@commentator4547,"Trump-Pence 2024 
Biden-Harris 2024",1 year ago,4
@m737m737m737,"I know you are, but what am I?",4 days agos,0
@ShadowOfNexxus,"""attacks""",1 year ago,0
@mikeballew3283,More mirrors talk,2 months ago,0
